entry_id	source	part_of_speech	level	ukrainian	status	provenance
ox5000-723f59ddea1be37debf4	subsequent	adjective	B2	наступний	verified	USER_APPROVED_INPUT: Drive spreadsheet 13NjX7gg1iooze1HZvs4wq8E33bpWXWqalCVnqLCxvGQ
ox5000-deeafc102a5fc0edcb7e	subsequently	adverb	B2	згодом	verified	USER_APPROVED_INPUT: Drive spreadsheet 13NjX7gg1iooze1HZvs4wq8E33bpWXWqalCVnqLCxvGQ
ox5000-4a4f06882bc795737f54	subsidy	noun	C1	субсидія	verified	USER_APPROVED_INPUT: Drive spreadsheet 13NjX7gg1iooze1HZvs4wq8E33bpWXWqalCVnqLCxvGQ
ox5000-8497fff50f2f4451b1fa	substantial	adjective	C1	суттєвий	verified	USER_APPROVED_INPUT: Drive spreadsheet 13NjX7gg1iooze1HZvs4wq8E33bpWXWqalCVnqLCxvGQ
ox5000-ccb0aa16d20fc2fac36c	substantially	adverb	C1	суттєво	verified	USER_APPROVED_INPUT: Drive spreadsheet 13NjX7gg1iooze1HZvs4wq8E33bpWXWqalCVnqLCxvGQ
ox5000-ccf6c1169dbd08cdf21d	substitute	noun	C1	заміна	verified	USER_APPROVED_INPUT: Drive spreadsheet 13NjX7gg1iooze1HZvs4wq8E33bpWXWqalCVnqLCxvGQ
ox5000-3c58d0022914fdbdef9d	substitute	verb	C1	замінювати	verified	USER_APPROVED_INPUT: Drive spreadsheet 13NjX7gg1iooze1HZvs4wq8E33bpWXWqalCVnqLCxvGQ
ox5000-0d5fda15b316d6849f9b	substitution	noun	C1	заміна	verified	USER_APPROVED_INPUT: Drive spreadsheet 13NjX7gg1iooze1HZvs4wq8E33bpWXWqalCVnqLCxvGQ
ox5000-e74fd3b31557c9905855	subtle	adjective	C1	тонкий; непомітний	verified	USER_APPROVED_INPUT: Drive spreadsheet 13NjX7gg1iooze1HZvs4wq8E33bpWXWqalCVnqLCxvGQ
ox5000-76af4dafb040a67a8415	suburb	noun	B2	передмістя	verified	USER_APPROVED_INPUT: Drive spreadsheet 13NjX7gg1iooze1HZvs4wq8E33bpWXWqalCVnqLCxvGQ
ox5000-bb9ca1bf424237d86e34	suburban	adjective	C1	приміський	verified	USER_APPROVED_INPUT: Drive spreadsheet 13NjX7gg1iooze1HZvs4wq8E33bpWXWqalCVnqLCxvGQ
ox5000-7825b41eb321cdf7f96a	succession	noun	C1	послідовність	verified	USER_APPROVED_INPUT: Drive spreadsheet 13NjX7gg1iooze1HZvs4wq8E33bpWXWqalCVnqLCxvGQ
ox5000-7b16ec3d91247c36cd14	successive	adjective	C1	послідовний	verified	USER_APPROVED_INPUT: Drive spreadsheet 13NjX7gg1iooze1HZvs4wq8E33bpWXWqalCVnqLCxvGQ
ox5000-e4c75e1c4323b1a9129c	successor	noun	C1	наступник	verified	USER_APPROVED_INPUT: Drive spreadsheet 13NjX7gg1iooze1HZvs4wq8E33bpWXWqalCVnqLCxvGQ
ox5000-78c91736c18630ab8264	suck	verb	C1	смоктати	verified	USER_APPROVED_INPUT: Drive spreadsheet 13NjX7gg1iooze1HZvs4wq8E33bpWXWqalCVnqLCxvGQ
ox5000-8f9ed5ef41a7acfc59ed	sue	verb	C1	подавати до суду	verified	USER_APPROVED_INPUT: Drive spreadsheet 13NjX7gg1iooze1HZvs4wq8E33bpWXWqalCVnqLCxvGQ
ox5000-f4962865b424cf13c615	suffering	noun	B2	страждання	verified	USER_APPROVED_INPUT: Drive spreadsheet 13NjX7gg1iooze1HZvs4wq8E33bpWXWqalCVnqLCxvGQ
ox5000-ddd9d4b54015a4746b00	sufficient	adjective	B2	достатній	verified	USER_APPROVED_INPUT: Drive spreadsheet 13NjX7gg1iooze1HZvs4wq8E33bpWXWqalCVnqLCxvGQ
ox5000-9c9d29e2d90c4d840d2a	sufficiently	adverb	B2	достатньо	verified	USER_APPROVED_INPUT: Drive spreadsheet 13NjX7gg1iooze1HZvs4wq8E33bpWXWqalCVnqLCxvGQ
ox5000-f14a9f52de234c78bc5b	suicide	noun	C1	самогубство	verified	USER_APPROVED_INPUT: Drive spreadsheet 13NjX7gg1iooze1HZvs4wq8E33bpWXWqalCVnqLCxvGQ
ox5000-26cdfee87f685bfe771c	suite	noun	C1	номер-люкс; набір	verified	USER_APPROVED_INPUT: Drive spreadsheet 13NjX7gg1iooze1HZvs4wq8E33bpWXWqalCVnqLCxvGQ
ox5000-d3218ed691f57338f79e	summit	noun	C1	саміт; вершина	verified	USER_APPROVED_INPUT: Drive spreadsheet 13NjX7gg1iooze1HZvs4wq8E33bpWXWqalCVnqLCxvGQ
ox5000-8607021522147aedac9a	super	adjective	B2	чудовий	verified	USER_APPROVED_INPUT: Drive spreadsheet 13NjX7gg1iooze1HZvs4wq8E33bpWXWqalCVnqLCxvGQ
ox5000-824eec4d0d7f52aa8d7b	superb	adjective	C1	чудовий	verified	USER_APPROVED_INPUT: Drive spreadsheet 13NjX7gg1iooze1HZvs4wq8E33bpWXWqalCVnqLCxvGQ
ox5000-7064fdc8b7ba04f54658	superior	adjective	C1	вищий; кращий	verified	USER_APPROVED_INPUT: Drive spreadsheet 13NjX7gg1iooze1HZvs4wq8E33bpWXWqalCVnqLCxvGQ
ox5000-4d0da66a5d904274e542	supervise	verb	C1	наглядати	verified	USER_APPROVED_INPUT: Drive spreadsheet 13NjX7gg1iooze1HZvs4wq8E33bpWXWqalCVnqLCxvGQ
ox5000-fde1789bdbf890c1d0f3	supervision	noun	C1	нагляд	verified	USER_APPROVED_INPUT: Drive spreadsheet 13NjX7gg1iooze1HZvs4wq8E33bpWXWqalCVnqLCxvGQ
ox5000-5b59a8ab069bcaef408e	supervisor	noun	C1	керівник	verified	USER_APPROVED_INPUT: Drive spreadsheet 13NjX7gg1iooze1HZvs4wq8E33bpWXWqalCVnqLCxvGQ
ox5000-08b83131fe088fbcbcae	supplement	noun	C1	додаток	verified	USER_APPROVED_INPUT: Drive spreadsheet 13NjX7gg1iooze1HZvs4wq8E33bpWXWqalCVnqLCxvGQ
ox5000-10812603ad461c08338d	supplement	verb	C1	доповнювати	verified	USER_APPROVED_INPUT: Drive spreadsheet 13NjX7gg1iooze1HZvs4wq8E33bpWXWqalCVnqLCxvGQ
ox5000-f982dcdb54241885dad3	supportive	adjective	C1	підтримувальний	verified	USER_APPROVED_INPUT: Drive spreadsheet 13NjX7gg1iooze1HZvs4wq8E33bpWXWqalCVnqLCxvGQ
ox5000-8b486bdadff5e1388afd	supposedly	adverb	C1	нібито	verified	USER_APPROVED_INPUT: Drive spreadsheet 13NjX7gg1iooze1HZvs4wq8E33bpWXWqalCVnqLCxvGQ
ox5000-70bac98958c4279b6c15	suppress	verb	C1	придушувати	verified	USER_APPROVED_INPUT: Drive spreadsheet 13NjX7gg1iooze1HZvs4wq8E33bpWXWqalCVnqLCxvGQ
ox5000-000b17fde2cc5f0c75cf	supreme	adjective	C1	найвищий	verified	USER_APPROVED_INPUT: Drive spreadsheet 13NjX7gg1iooze1HZvs4wq8E33bpWXWqalCVnqLCxvGQ
ox5000-75c216147dc0dd0f318a	surge	noun	C1	сплеск; різке зростання	verified	USER_APPROVED_INPUT: Drive spreadsheet 13NjX7gg1iooze1HZvs4wq8E33bpWXWqalCVnqLCxvGQ
ox5000-b474e0b4944829bd2037	surge	verb	C1	різко зростати	verified	USER_APPROVED_INPUT: Drive spreadsheet 13NjX7gg1iooze1HZvs4wq8E33bpWXWqalCVnqLCxvGQ
ox5000-683371fe98fb2494347e	surgeon	noun	B2	хірург	verified	USER_APPROVED_INPUT: Drive spreadsheet 13NjX7gg1iooze1HZvs4wq8E33bpWXWqalCVnqLCxvGQ
ox5000-d19985124a31691cc7cb	surgical	adjective	C1	хірургічний	verified	USER_APPROVED_INPUT: Drive spreadsheet 13NjX7gg1iooze1HZvs4wq8E33bpWXWqalCVnqLCxvGQ
ox5000-d05afcb7a745bdf587c0	surplus	noun	C1	надлишок	verified	USER_APPROVED_INPUT: Drive spreadsheet 13NjX7gg1iooze1HZvs4wq8E33bpWXWqalCVnqLCxvGQ
ox5000-1ad5757d788c4f542a4f	surrender	verb	C1	здаватися	verified	USER_APPROVED_INPUT: Drive spreadsheet 13NjX7gg1iooze1HZvs4wq8E33bpWXWqalCVnqLCxvGQ
ox5000-8b89abec05a631c8437d	surveillance	noun	C1	спостереження; нагляд	verified	USER_APPROVED_INPUT: Drive spreadsheet 13NjX7gg1iooze1HZvs4wq8E33bpWXWqalCVnqLCxvGQ
ox5000-db20d124b37485de324e	survival	noun	B2	виживання	verified	USER_APPROVED_INPUT: Drive spreadsheet 13NjX7gg1iooze1HZvs4wq8E33bpWXWqalCVnqLCxvGQ
ox5000-11c346a58277eceedce7	survivor	noun	B2	той, хто вижив	verified	USER_APPROVED_INPUT: Drive spreadsheet 13NjX7gg1iooze1HZvs4wq8E33bpWXWqalCVnqLCxvGQ
ox5000-39b76d8929e1165dbad4	suspend	verb	B2	призупиняти	verified	USER_APPROVED_INPUT: Drive spreadsheet 13NjX7gg1iooze1HZvs4wq8E33bpWXWqalCVnqLCxvGQ
ox5000-90a3b2270d93e39c774d	suspension	noun	C1	призупинення; відсторонення	verified	USER_APPROVED_INPUT: Drive spreadsheet 13NjX7gg1iooze1HZvs4wq8E33bpWXWqalCVnqLCxvGQ
ox5000-ccac0f8d2524d168842b	suspicion	noun	C1	підозра	verified	USER_APPROVED_INPUT: Drive spreadsheet 13NjX7gg1iooze1HZvs4wq8E33bpWXWqalCVnqLCxvGQ
ox5000-87789fecff14f054965c	suspicious	adjective	C1	підозрілий	verified	USER_APPROVED_INPUT: Drive spreadsheet 13NjX7gg1iooze1HZvs4wq8E33bpWXWqalCVnqLCxvGQ
ox5000-29a86954fd91de4cdea4	sustain	verb	C1	підтримувати	verified	USER_APPROVED_INPUT: Drive spreadsheet 13NjX7gg1iooze1HZvs4wq8E33bpWXWqalCVnqLCxvGQ
ox5000-564c6a5ae7b34c28f825	sustainable	adjective	B2	сталий	verified	USER_APPROVED_INPUT: Drive spreadsheet 13NjX7gg1iooze1HZvs4wq8E33bpWXWqalCVnqLCxvGQ
ox5000-5fb1dc01382b06997232	swallow	verb	B2	ковтати	verified	USER_APPROVED_INPUT: Drive spreadsheet 13NjX7gg1iooze1HZvs4wq8E33bpWXWqalCVnqLCxvGQ
ox5000-e676b279f6201e401869	swing	noun	C1	гойдання; коливання	verified	USER_APPROVED_INPUT: Drive spreadsheet 13NjX7gg1iooze1HZvs4wq8E33bpWXWqalCVnqLCxvGQ
ox5000-0ce5eb78861b273aaf1c	swing	verb	C1	гойдатися	verified	USER_APPROVED_INPUT: Drive spreadsheet 13NjX7gg1iooze1HZvs4wq8E33bpWXWqalCVnqLCxvGQ
ox5000-ee3e98c4ee0c3fc8fa11	sword	noun	C1	меч	verified	USER_APPROVED_INPUT: Drive spreadsheet 13NjX7gg1iooze1HZvs4wq8E33bpWXWqalCVnqLCxvGQ
ox5000-f1e0eb9752570d31badb	symbolic	adjective	C1	символічний	verified	USER_APPROVED_INPUT: Drive spreadsheet 13NjX7gg1iooze1HZvs4wq8E33bpWXWqalCVnqLCxvGQ
ox5000-0da3c3e4cf1530bf6b67	sympathetic	adjective	B2	співчутливий	verified	USER_APPROVED_INPUT: Drive spreadsheet 13NjX7gg1iooze1HZvs4wq8E33bpWXWqalCVnqLCxvGQ
ox5000-f9b6574078afc869f7a3	syndrome	noun	C1	синдром	verified	USER_APPROVED_INPUT: Drive spreadsheet 13NjX7gg1iooze1HZvs4wq8E33bpWXWqalCVnqLCxvGQ
ox5000-75247d85028f1327c80b	synthesis	noun	C1	синтез	verified	USER_APPROVED_INPUT: Drive spreadsheet 13NjX7gg1iooze1HZvs4wq8E33bpWXWqalCVnqLCxvGQ
ox5000-fdc941a14c67d54d8c1d	systematic	adjective	C1	систематичний	verified	USER_APPROVED_INPUT: Drive spreadsheet 13NjX7gg1iooze1HZvs4wq8E33bpWXWqalCVnqLCxvGQ
ox5000-d452052b6bcd9d0b63b7	tackle	noun	C1	спорядження; снасті	verified	USER_APPROVED_INPUT: Drive spreadsheet 13NjX7gg1iooze1HZvs4wq8E33bpWXWqalCVnqLCxvGQ
ox5000-ce168d9f42f9cfc043c4	tackle	verb	B2	вирішувати; братися за	verified	USER_APPROVED_INPUT: Drive spreadsheet 13NjX7gg1iooze1HZvs4wq8E33bpWXWqalCVnqLCxvGQ
ox5000-61cc25f17497ca0aed5f	tactic	noun	C1	тактика	verified	USER_APPROVED_INPUT: Drive spreadsheet 13NjX7gg1iooze1HZvs4wq8E33bpWXWqalCVnqLCxvGQ
ox5000-f54e2a87429c7fa46ea5	tactical	adjective	C1	тактичний	verified	USER_APPROVED_INPUT: Drive spreadsheet 13NjX7gg1iooze1HZvs4wq8E33bpWXWqalCVnqLCxvGQ
ox5000-e1f09b75c5cfde794c49	tag	noun	B2	ярлик	verified	USER_APPROVED_INPUT: Drive spreadsheet 13NjX7gg1iooze1HZvs4wq8E33bpWXWqalCVnqLCxvGQ
ox5000-c13c5c56d6aa8c66105e	tag	verb	B2	позначати	verified	USER_APPROVED_INPUT: Drive spreadsheet 13NjX7gg1iooze1HZvs4wq8E33bpWXWqalCVnqLCxvGQ
ox5000-3ada6e998994d52e1f02	tap	noun	B2	кран	verified	USER_APPROVED_INPUT: Drive spreadsheet 13NjX7gg1iooze1HZvs4wq8E33bpWXWqalCVnqLCxvGQ
ox5000-36b311e1c376086e7c8b	tap	verb	B2	постукувати; натискати	verified	USER_APPROVED_INPUT: Drive spreadsheet 13NjX7gg1iooze1HZvs4wq8E33bpWXWqalCVnqLCxvGQ
ox5000-a05d4c94029b73346d6c	taxpayer	noun	C1	платник податків	verified	USER_APPROVED_INPUT: Drive spreadsheet 13NjX7gg1iooze1HZvs4wq8E33bpWXWqalCVnqLCxvGQ
ox5000-8f563d5c5fbf6a5dd303	technological	adjective	B2	технологічний	verified	USER_APPROVED_INPUT: Drive spreadsheet 13NjX7gg1iooze1HZvs4wq8E33bpWXWqalCVnqLCxvGQ
ox5000-b23d3e8ce57013836f05	teens	noun	B2	підліткові роки	verified	USER_APPROVED_INPUT: Drive spreadsheet 13NjX7gg1iooze1HZvs4wq8E33bpWXWqalCVnqLCxvGQ
ox5000-281f72b8f526e2643f8c	temple	noun	B2	храм	verified	USER_APPROVED_INPUT: Drive spreadsheet 13NjX7gg1iooze1HZvs4wq8E33bpWXWqalCVnqLCxvGQ
ox5000-a9aee38b0ff16defe4a9	temporarily	adverb	B2	тимчасово	verified	USER_APPROVED_INPUT: Drive spreadsheet 13NjX7gg1iooze1HZvs4wq8E33bpWXWqalCVnqLCxvGQ
ox5000-12e64d13126ed167af0d	tempt	verb	C1	спокушати	verified	USER_APPROVED_INPUT: Drive spreadsheet 13NjX7gg1iooze1HZvs4wq8E33bpWXWqalCVnqLCxvGQ
ox5000-8aacf4124321ebc82973	tenant	noun	C1	орендар	verified	USER_APPROVED_INPUT: Drive spreadsheet 13NjX7gg1iooze1HZvs4wq8E33bpWXWqalCVnqLCxvGQ
ox5000-01af49ce53e4d6902091	tendency	noun	B2	тенденція	verified	USER_APPROVED_INPUT: Drive spreadsheet 13NjX7gg1iooze1HZvs4wq8E33bpWXWqalCVnqLCxvGQ
ox5000-443429b7023a796eed5f	tender	adjective	C1	ніжний	verified	USER_APPROVED_INPUT: Drive spreadsheet 13NjX7gg1iooze1HZvs4wq8E33bpWXWqalCVnqLCxvGQ
ox5000-2f462c0cf8af1c75f9dd	tension	noun	B2	напруження	verified	USER_APPROVED_INPUT: Drive spreadsheet 13NjX7gg1iooze1HZvs4wq8E33bpWXWqalCVnqLCxvGQ
ox5000-b5861253624427055cb6	tenure	noun	C1	термін перебування на посаді	verified	USER_APPROVED_INPUT: Drive spreadsheet 13NjX7gg1iooze1HZvs4wq8E33bpWXWqalCVnqLCxvGQ
ox5000-8689367dc831422e6281	terminal	adjective	C1	кінцевий; невиліковний	verified	USER_APPROVED_INPUT: Drive spreadsheet 13NjX7gg1iooze1HZvs4wq8E33bpWXWqalCVnqLCxvGQ
ox5000-a0d1e2111578bd0f1e71	terminal	noun	B2	термінал	verified	USER_APPROVED_INPUT: Drive spreadsheet 13NjX7gg1iooze1HZvs4wq8E33bpWXWqalCVnqLCxvGQ
ox5000-f0295bdc35545089ba26	terminate	verb	C1	припиняти	verified	USER_APPROVED_INPUT: Drive spreadsheet 13NjX7gg1iooze1HZvs4wq8E33bpWXWqalCVnqLCxvGQ
ox5000-550dcec360ef03858332	terms	noun	B2	умови	verified	USER_APPROVED_INPUT: Drive spreadsheet 13NjX7gg1iooze1HZvs4wq8E33bpWXWqalCVnqLCxvGQ
ox5000-9831ff9660bcaeb2b9cc	terrain	noun	C1	місцевість	verified	USER_APPROVED_INPUT: Drive spreadsheet 13NjX7gg1iooze1HZvs4wq8E33bpWXWqalCVnqLCxvGQ
ox5000-0a12ac0cb859d36ef42c	terribly	adverb	B2	жахливо	verified	USER_APPROVED_INPUT: Drive spreadsheet 13NjX7gg1iooze1HZvs4wq8E33bpWXWqalCVnqLCxvGQ
ox5000-8467812af37b5bb10cb1	terrific	adjective	C1	чудовий	verified	USER_APPROVED_INPUT: Drive spreadsheet 13NjX7gg1iooze1HZvs4wq8E33bpWXWqalCVnqLCxvGQ
ox5000-96d49f016884d37e2cb8	terrify	verb	B2	жахати	verified	USER_APPROVED_INPUT: Drive spreadsheet 13NjX7gg1iooze1HZvs4wq8E33bpWXWqalCVnqLCxvGQ
ox5000-30bc3871f94be042ac8d	territory	noun	B2	територія	verified	USER_APPROVED_INPUT: Drive spreadsheet 13NjX7gg1iooze1HZvs4wq8E33bpWXWqalCVnqLCxvGQ
ox5000-6b4fed09d6a7acdd3dc7	terror	noun	B2	терор; жах	verified	USER_APPROVED_INPUT: Drive spreadsheet 13NjX7gg1iooze1HZvs4wq8E33bpWXWqalCVnqLCxvGQ
ox5000-97fd97c2b8c7282d936e	terrorism	noun	B2	тероризм	verified	USER_APPROVED_INPUT: Drive spreadsheet 13NjX7gg1iooze1HZvs4wq8E33bpWXWqalCVnqLCxvGQ
ox5000-5916322693483a5d7b4b	terrorist	noun	B2	терорист	verified	USER_APPROVED_INPUT: Drive spreadsheet 13NjX7gg1iooze1HZvs4wq8E33bpWXWqalCVnqLCxvGQ
ox5000-81809345392305d7171b	testify	verb	C1	свідчити	verified	USER_APPROVED_INPUT: Drive spreadsheet 13NjX7gg1iooze1HZvs4wq8E33bpWXWqalCVnqLCxvGQ
ox5000-f838d055d14abf8c2ebb	testimony	noun	C1	свідчення	verified	USER_APPROVED_INPUT: Drive spreadsheet 13NjX7gg1iooze1HZvs4wq8E33bpWXWqalCVnqLCxvGQ
ox5000-4adb2d62b9dc0969ac4d	testing	noun	B2	тестування	verified	USER_APPROVED_INPUT: Drive spreadsheet 13NjX7gg1iooze1HZvs4wq8E33bpWXWqalCVnqLCxvGQ
ox5000-95d845718fe19a04a8d2	textbook	noun	B2	підручник	verified	USER_APPROVED_INPUT: Drive spreadsheet 13NjX7gg1iooze1HZvs4wq8E33bpWXWqalCVnqLCxvGQ
ox5000-bef207622e2f6e60411d	texture	noun	C1	текстура	verified	USER_APPROVED_INPUT: Drive spreadsheet 13NjX7gg1iooze1HZvs4wq8E33bpWXWqalCVnqLCxvGQ
ox5000-d1fca0f4d400117f6854	thankfully	adverb	C1	на щастя	verified	USER_APPROVED_INPUT: Drive spreadsheet 13NjX7gg1iooze1HZvs4wq8E33bpWXWqalCVnqLCxvGQ
ox5000-55a146661c1df5d9fd5c	theatrical	adjective	C1	театральний	verified	USER_APPROVED_INPUT: Drive spreadsheet 13NjX7gg1iooze1HZvs4wq8E33bpWXWqalCVnqLCxvGQ
ox5000-991a9d01246ffbf9a9c5	theft	noun	B2	крадіжка	verified	USER_APPROVED_INPUT: Drive spreadsheet 13NjX7gg1iooze1HZvs4wq8E33bpWXWqalCVnqLCxvGQ
ox5000-de667f6f04e5e8ccfed5	theology	noun	C1	теологія	verified	USER_APPROVED_INPUT: Drive spreadsheet 13NjX7gg1iooze1HZvs4wq8E33bpWXWqalCVnqLCxvGQ
ox5000-b052aa70ffc82c01e0e6	theoretical	adjective	C1	теоретичний	verified	USER_APPROVED_INPUT: Drive spreadsheet 13NjX7gg1iooze1HZvs4wq8E33bpWXWqalCVnqLCxvGQ
ox5000-f0a9b9c6b02ef2064253	therapist	noun	B2	терапевт	verified	USER_APPROVED_INPUT: Drive spreadsheet 13NjX7gg1iooze1HZvs4wq8E33bpWXWqalCVnqLCxvGQ
ox5000-d9676d7d2512249a7e9e	thereafter	adverb	C1	після цього	verified	USER_APPROVED_INPUT: Drive spreadsheet 13NjX7gg1iooze1HZvs4wq8E33bpWXWqalCVnqLCxvGQ
ox5000-b245a804462b0d41915a	thereby	adverb	C1	тим самим	verified	USER_APPROVED_INPUT: Drive spreadsheet 13NjX7gg1iooze1HZvs4wq8E33bpWXWqalCVnqLCxvGQ
ox5000-7bc234c4dcd2f3c2875b	thesis	noun	B2	теза; дисертація	verified	USER_APPROVED_INPUT: Drive spreadsheet 13NjX7gg1iooze1HZvs4wq8E33bpWXWqalCVnqLCxvGQ
ox5000-feaf4b50d932346d1b13	thorough	adjective	B2	ретельний	verified	USER_APPROVED_INPUT: Drive spreadsheet 13NjX7gg1iooze1HZvs4wq8E33bpWXWqalCVnqLCxvGQ
ox5000-d28109a222083a7e6991	thoroughly	adverb	B2	ретельно	verified	USER_APPROVED_INPUT: Drive spreadsheet 13NjX7gg1iooze1HZvs4wq8E33bpWXWqalCVnqLCxvGQ
ox5000-cbd9ca36a79de9b55081	thought-provoking	adjective	C1	спонукаючий до роздумів	verified	USER_APPROVED_INPUT: Drive spreadsheet 13NjX7gg1iooze1HZvs4wq8E33bpWXWqalCVnqLCxvGQ
ox5000-4dbc6b87df9f0ea26bb9	thoughtful	adjective	C1	вдумливий; турботливий	verified	USER_APPROVED_INPUT: Drive spreadsheet 13NjX7gg1iooze1HZvs4wq8E33bpWXWqalCVnqLCxvGQ
ox5000-1fdcd2759a6e1b7adbd8	thread	noun	C1	нитка	verified	USER_APPROVED_INPUT: Drive spreadsheet 13NjX7gg1iooze1HZvs4wq8E33bpWXWqalCVnqLCxvGQ
ox5000-1709abceec97aee34dc2	threshold	noun	C1	поріг	verified	USER_APPROVED_INPUT: Drive spreadsheet 13NjX7gg1iooze1HZvs4wq8E33bpWXWqalCVnqLCxvGQ
ox5000-4e4dfe0384c9e2bd4d60	thrilled	adjective	C1	у захваті	verified	USER_APPROVED_INPUT: Drive spreadsheet 13NjX7gg1iooze1HZvs4wq8E33bpWXWqalCVnqLCxvGQ
ox5000-f75147390c58f9b7da57	thrive	verb	C1	процвітати	verified	USER_APPROVED_INPUT: Drive spreadsheet 13NjX7gg1iooze1HZvs4wq8E33bpWXWqalCVnqLCxvGQ
ox5000-09f564b8c1cd8dfc3904	thumb	noun	B2	великий палець	verified	USER_APPROVED_INPUT: Drive spreadsheet 13NjX7gg1iooze1HZvs4wq8E33bpWXWqalCVnqLCxvGQ
ox5000-f2480d9023b56c509839	tide	noun	C1	приплив; течія	verified	USER_APPROVED_INPUT: Drive spreadsheet 13NjX7gg1iooze1HZvs4wq8E33bpWXWqalCVnqLCxvGQ
ox5000-eec8e05bb7719b3d5517	tighten	verb	C1	затягувати	verified	USER_APPROVED_INPUT: Drive spreadsheet 13NjX7gg1iooze1HZvs4wq8E33bpWXWqalCVnqLCxvGQ
ox5000-4a9663ae5209cddb6bba	timber	noun	C1	деревина	verified	USER_APPROVED_INPUT: Drive spreadsheet 13NjX7gg1iooze1HZvs4wq8E33bpWXWqalCVnqLCxvGQ
ox5000-64e08b8dd68be475a5a4	timely	adjective	C1	своєчасний	verified	USER_APPROVED_INPUT: Drive spreadsheet 13NjX7gg1iooze1HZvs4wq8E33bpWXWqalCVnqLCxvGQ
ox5000-ac2009687f3aff82b4f8	timing	noun	B2	вибір часу; хронометраж	verified	USER_APPROVED_INPUT: Drive spreadsheet 13NjX7gg1iooze1HZvs4wq8E33bpWXWqalCVnqLCxvGQ
ox5000-e94181c64d5aa8e60302	tissue	noun	B2	тканина	verified	USER_APPROVED_INPUT: Drive spreadsheet 13NjX7gg1iooze1HZvs4wq8E33bpWXWqalCVnqLCxvGQ
ox5000-9b063fe1a598738fa02d	tobacco	noun	C1	тютюн	verified	USER_APPROVED_INPUT: Drive spreadsheet 13NjX7gg1iooze1HZvs4wq8E33bpWXWqalCVnqLCxvGQ
ox5000-f235f1b098d32e02ad29	tolerance	noun	C1	толерантність; терпимість	verified	USER_APPROVED_INPUT: Drive spreadsheet 13NjX7gg1iooze1HZvs4wq8E33bpWXWqalCVnqLCxvGQ
ox5000-d5ec64b91510270b2158	tolerate	verb	C1	терпіти	verified	USER_APPROVED_INPUT: Drive spreadsheet 13NjX7gg1iooze1HZvs4wq8E33bpWXWqalCVnqLCxvGQ
ox5000-e2eb585666597b22d60b	toll	noun	C1	плата; кількість жертв	verified	USER_APPROVED_INPUT: Drive spreadsheet 13NjX7gg1iooze1HZvs4wq8E33bpWXWqalCVnqLCxvGQ
ox5000-4adeed3e1291e2cb9565	ton	noun	B2	тонна	verified	USER_APPROVED_INPUT: Drive spreadsheet 13NjX7gg1iooze1HZvs4wq8E33bpWXWqalCVnqLCxvGQ
ox5000-11d2abac5382987dddf5	tonne	noun	B2	тонна	verified	USER_APPROVED_INPUT: Drive spreadsheet 13NjX7gg1iooze1HZvs4wq8E33bpWXWqalCVnqLCxvGQ
ox5000-d4c9367c23e5a72152e3	top	verb	C1	очолювати; перевищувати	verified	USER_APPROVED_INPUT: Drive spreadsheet 13NjX7gg1iooze1HZvs4wq8E33bpWXWqalCVnqLCxvGQ
ox5000-7042e0637e91deb575b0	torture	noun	C1	катування	verified	USER_APPROVED_INPUT: Drive spreadsheet 13NjX7gg1iooze1HZvs4wq8E33bpWXWqalCVnqLCxvGQ
ox5000-7e9ceec203d2d50cf233	torture	verb	C1	катувати	verified	USER_APPROVED_INPUT: Drive spreadsheet 13NjX7gg1iooze1HZvs4wq8E33bpWXWqalCVnqLCxvGQ
ox5000-639d0f39bd92fd319b5a	toss	verb	C1	кидати	verified	USER_APPROVED_INPUT: Drive spreadsheet 13NjX7gg1iooze1HZvs4wq8E33bpWXWqalCVnqLCxvGQ
ox5000-1cd96ead96b42105fd96	total	verb	C1	становити загалом	verified	USER_APPROVED_INPUT: Drive spreadsheet 13NjX7gg1iooze1HZvs4wq8E33bpWXWqalCVnqLCxvGQ
ox5000-38e4c949712c87056e5c	tournament	noun	B2	турнір	verified	USER_APPROVED_INPUT: Drive spreadsheet 13NjX7gg1iooze1HZvs4wq8E33bpWXWqalCVnqLCxvGQ
ox5000-2bd8b089e3ccff628106	toxic	adjective	C1	токсичний	verified	USER_APPROVED_INPUT: Drive spreadsheet 13NjX7gg1iooze1HZvs4wq8E33bpWXWqalCVnqLCxvGQ
ox5000-adafbb1bafb76a511fd1	trace	noun	C1	слід	verified	USER_APPROVED_INPUT: Drive spreadsheet 13NjX7gg1iooze1HZvs4wq8E33bpWXWqalCVnqLCxvGQ
ox5000-42868b1c764b72b41688	trace	verb	B2	простежувати	verified	USER_APPROVED_INPUT: Drive spreadsheet 13NjX7gg1iooze1HZvs4wq8E33bpWXWqalCVnqLCxvGQ
ox5000-4a18d82d9fb6080d2f82	trademark	noun	C1	торгова марка	verified	USER_APPROVED_INPUT: Drive spreadsheet 13NjX7gg1iooze1HZvs4wq8E33bpWXWqalCVnqLCxvGQ
ox5000-6c8f6df01d66058d990b	trading	noun	B2	торгівля	verified	USER_APPROVED_INPUT: Drive spreadsheet 13NjX7gg1iooze1HZvs4wq8E33bpWXWqalCVnqLCxvGQ
